name,price,memory_type,memory_clock,created_at,bench_score
PATRIOT DDR5-7000 CL38 VIPER Elite 5 RGB 패키지,993410,DDR5,7000,2026-05-21 09:20:57.534031,20.3
PATRIOT DDR5-7400 CL36 VIPER VENOM 패키지,996450,DDR5,7400,2026-05-21 09:20:57.534031,20.2
PATRIOT DDR5-7000 CL32 VIPER VENOM RGB 패키지,996450,DDR5,7000,2026-05-21 09:20:57.534031,19.1
PATRIOT DDR5-7400 CL36 VIPER VENOM RGB 패키지,997460,DDR5,7400,2026-05-21 09:20:57.534031,20.2
PATRIOT DDR5-7000 CL32 VIPER Elite 5 RGB 패키지,997700,DDR5,7000,2026-05-21 09:20:57.534031,19.1
TeamGroup T-CREATE DDR5-7200 CL34 EXPERT 패키지 서린,998930,DDR5,7200,2026-05-21 09:20:57.534031,16.7
G.SKILL DDR5-6400 CL30 TRIDENT Z5 ROYAL NEO 실버 패키지,999000,DDR5,6400,2026-05-21 09:20:57.534031,21.2
PATRIOT DDR5-7200 CL34 VIPER VENOM RGB 패키지,1003150,DDR5,7200,2026-05-21 09:20:57.534031,16.7
TeamGroup T-Force DDR5-8000 CL38 Delta RGB 화이트 패키지 서린,1014420,DDR5,8000,2026-05-21 09:20:57.534031,20.3
TeamGroup T-Force DDR5-5600 CL32 Delta RGB 패키지,1042430,DDR5,5600,2026-05-21 09:20:57.534031,20.2
ADATA DDR5-6400 CL32 LANCER BLADE RGB 블랙 패키지 서린,1064500,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ADATA DDR5-6400 CL32 LANCER BLADE RGB 화이트 패키지 서린,1064500,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB J 실버 패키지,1113000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
PATRIOT DDR5-5200 CL40 VIPER VENOM 패키지,1144010,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-7200 CL36 TRIDENT Z5 RGB J 실버 패키지,1145000,DDR5,7200,2026-05-21 09:20:57.534031,26.0
G.SKILL DDR5-7200 CL36 TRIDENT Z5 RGB J 패키지,1150000,DDR5,7200,2026-05-21 09:20:57.534031,26.0
Apacer DDR5-6000 CL38 NOX BLACK 패키지,1159910,DDR5,6000,2026-05-21 09:20:57.534031,21.1
PATRIOT DDR5-5200 CL40 VIPER VENOM RGB 패키지,1161140,DDR5,5200,2026-05-21 09:20:57.534031,19.1
마이크론 Crucial DDR5-5600 CL46 패키지 아스크텍,1162300,DDR5,5600,2026-05-21 09:20:57.534031,20.5
Apacer DDR5-6000 CL38 NOX RGB SILVER 패키지,1178880,DDR5,6000,2026-05-21 09:20:57.534031,21.1
마이크론 Crucial DDR5-5600 CL46 PRO 패키지 아스크텍,1189720,DDR5,5600,2026-05-21 09:20:57.534031,20.5
G.SKILL DDR5-8000 CL40 TRIDENT Z5 RGB J 패키지,1190000,DDR5,8000,2026-05-21 09:20:57.534031,13.4
G.SKILL DDR5-8000 CL40 TRIDENT Z5 RGB J 실버 패키지,1190000,DDR5,8000,2026-05-21 09:20:57.534031,13.4
PATRIOT DDR5-5600 CL40 VIPER VENOM RGB 패키지,1193460,DDR5,5600,2026-05-21 09:20:57.534031,19.0
PATRIOT DDR5-5600 CL40 VIPER VENOM 패키지,1197450,DDR5,5600,2026-05-21 09:20:57.534031,19.0
마이크론 Crucial DDR5-5600 CL46 PRO 아스크텍,1212550,DDR5,5600,2026-05-21 09:20:57.534031,20.5
마이크론 Crucial DDR5-5600 CL46 PRO 대원씨티에스,1234670,DDR5,5600,2026-05-21 09:20:57.534031,20.5
PATRIOT DDR5-6000 CL30 VIPER Elite 5 패키지,1252500,DDR5,6000,2026-05-21 09:20:57.534031,21.1
ADATA DDR5-6000 CL30 LANCER 화이트 패키지 서린,1272500,DDR5,6000,2026-05-21 09:20:57.534031,21.1
TeamGroup T-CREATE DDR5-5600 CL46 CLASSIC 패키지 서린,1274540,DDR5,5600,2026-05-21 09:20:57.534031,20.5
마이크론 Crucial DDR5-5600 CL46 대원씨티에스,1280000,DDR5,5600,2026-05-21 09:20:57.534031,20.5
ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 파인인포,1280000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
CORSAIR DDR5-6400 CL32 VENGEANCE BLACK 패키지,1298030,DDR5,6400,2026-05-21 09:20:57.534031,20.3
PATRIOT DDR5-6400 CL32 VIPER VENOM 패키지,1300000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ADATA DDR5-6000 CL30 LANCER 블랙 패키지 서린,1300000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
PATRIOT DDR5-6200 CL42 VIPER Elite 5 RGB 패키지,1304650,DDR5,6200,2026-05-21 09:20:57.534031,23.5
CORSAIR DDR5-6000 CL40-40-40-77 VENGEANCE BLACK 패키지,1312140,DDR5,6000,2026-05-21 09:20:57.534031,21.7
TeamGroup T-Force DDR5-6000 CL38 Delta RGB 패키지 서린,1324200,DDR5,6000,2026-05-21 09:20:57.534031,21.1
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지 서린,1336490,DDR5,5600,2026-05-21 09:20:57.534031,20.2
TeamGroup T-CREATE DDR5-6000 CL34 EXPERT 화이트 패키지 서린,1346980,DDR5,6000,2026-05-21 09:20:57.534031,21.1
TeamGroup T-Force DDR5-5600 CL36 Delta RGB 화이트 패키지 서린,1349580,DDR5,5600,2026-05-21 09:20:57.534031,20.2
CORSAIR DDR5-8400 CL40 VENGEANCE RGB BLACK 패키지,1349950,DDR5,8400,2026-05-21 09:20:57.534031,13.4
TeamGroup DDR5-5600 CL46 Elite Plus 실버 서린,1350000,DDR5,5600,2026-05-21 09:20:57.534031,20.5
TeamGroup T-CREATE DDR5-6400 CL34 EXPERT 화이트 패키지 서린,1369990,DDR5,6400,2026-05-21 09:20:57.534031,20.4
마이크론 Crucial DDR5-5600 CL46,1370490,DDR5,5600,2026-05-21 09:20:57.534031,20.5
G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 화이트 패키지,1370600,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-6000 CL36 FLARE X5 J 화이트 패키지,1379580,DDR5,6000,2026-05-21 09:20:57.534031,20.1
G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 화이트 패키지,1389620,DDR5,6000,2026-05-21 09:20:57.534031,20.1
G.SKILL DDR5-5200 CL40 RIPJAWS M5 RGB 블랙 패키지,1389990,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-6000 CL32 TRIDENT Z5 NEO RGB J 패키지,1399000,DDR5,6000,2026-05-21 09:20:57.534031,21.9
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 블랙 패키지,1405000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
TeamGroup T-Force DDR5-6000 CL38 Delta RGB 화이트 패키지 서린,1414990,DDR5,6000,2026-05-21 09:20:57.534031,21.1
TeamGroup T-CREATE DDR5-6000 CL34 EXPERT 패키지 서린,1439050,DDR5,6000,2026-05-21 09:20:57.534031,21.1
CORSAIR DDR5-6400 CL32 VENGEANCE RGB BLACK 패키지,1440000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
CORSAIR DDR5-6400 CL32 VENGEANCE RGB WHITE 패키지,1440000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V 패키지 서린,1448950,DDR5,6000,2026-05-21 09:20:57.534031,21.1
ESSENCORE KLEVV DDR5-6000 CL30 BOLT V WHITE 패키지 서린,1448950,DDR5,6000,2026-05-21 09:20:57.534031,21.1
ADATA DDR5-6000 CL30 LANCER BLADE 화이트 패키지 서린,1450000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
ADATA DDR5-6000 CL30 LANCER BLADE 블랙 패키지 서린,1450000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
마이크론 Crucial DDR5-6400 CL52 CUDIMM 대원씨티에스,1458490,DDR5,6400,2026-05-21 09:20:57.534031,20.4
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB 패키지 서린,1464470,DDR5,6000,2026-05-21 09:20:57.534031,21.1
CORSAIR DDR5-6000 CL30 VENGEANCE RGB BLACK INTEL 패키지,1475690,DDR5,6000,2026-05-21 09:20:57.534031,15.8
마이크론 Crucial DDR5-6400 CL52 CUDIMM 아스크텍,1476770,DDR5,6400,2026-05-21 09:20:57.534031,20.4
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 파인인포,1478940,DDR5,6000,2026-05-21 09:20:57.534031,21.1
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 화이트 패키지,1479180,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 화이트 패키지,1506882,DDR5,6000,2026-05-21 09:20:57.534031,20.1
ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 서린,1509970,DDR5,6000,2026-05-21 09:20:57.534031,21.1
G.SKILL DDR5-6000 CL36 RIPJAWS M5 NEO RGB 블랙 패키지,1512440,DDR5,6000,2026-05-21 09:20:57.534031,20.1
ADATA DDR5-5600 CL46 ECC/REG,1514000,DDR5,5600,2026-05-21 09:20:57.534031,20.5
CORSAIR DDR5-6000 CL30 VENGEANCE RGB 패키지,1521960,DDR5,6000,2026-05-21 09:20:57.534031,21.7
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB 패키지 서린,1530000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB WHITE 패키지 서린,1545940,DDR5,6000,2026-05-21 09:20:57.534031,21.1
ESSENCORE KLEVV DDR5-6400 CL32 CRAS V RGB WHITE 패키지 서린,1549860,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ADATA DDR5-6000 CL30 LANCER BLADE RGB 화이트 패키지 서린,1549910,DDR5,6000,2026-05-21 09:20:57.534031,21.1
G.SKILL DDR5-6000 CL32 TRIDENT Z5 NEO RGB J 화이트 패키지,1555806,DDR5,6000,2026-05-21 09:20:57.534031,21.9
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB J 패키지,1557500,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 화이트 패키지,1560000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 RIPJAWS M5 RGB 블랙 패키지,1560590,DDR5,6000,2026-05-21 09:20:57.534031,21.6
TeamGroup T-CREATE DDR5-6400 CL34 EXPERT 패키지 서린,1579920,DDR5,6400,2026-05-21 09:20:57.534031,20.4
G.SKILL DDR5-6000 CL30 FLARE X5 J 패키지,1580000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB 화이트 패키지,1589990,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 TRIDENT Z5 J 패키지,1600000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO J 패키지,1602500,DDR5,6000,2026-05-21 09:20:57.534031,21.6
CORSAIR DDR5-5200 CL40 Dominator Platinum RGB 패키지,1641240,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-6000 CL28 FLARE X5 J 화이트 패키지,1658000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL28 FLARE X5 J 패키지,1660000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
ADATA DDR5-6400 CL32 LANCER RGB 화이트 패키지 서린,1718980,DDR5,6400,2026-05-21 09:20:57.534031,20.3
ADATA DDR5-6400 CL32 LANCER RGB 블랙 패키지 서린,1719630,DDR5,6400,2026-05-21 09:20:57.534031,20.3
삼성전자 DDR4-2933 ECC/REG,1732000,DDR4,2933,2026-05-21 09:20:57.534031,17.7
ADATA DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 파인인포,1756270,DDR5,6000,2026-05-21 09:20:57.534031,21.1
킹스톤 FURY DDR5-6000 CL30 Beast RGB 블랙 패키지 코잇,1771590,DDR5,6000,2026-05-21 09:20:57.534031,21.1
킹스톤 FURY DDR5-6000 CL30 Beast RGB 화이트 패키지 코잇,1771670,DDR5,6000,2026-05-21 09:20:57.534031,21.1
G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 블랙 패키지,1789780,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-5200 CL40 RIPJAWS S5 J 화이트 패키지,1789790,DDR5,5200,2026-05-21 09:20:57.534031,19.1
BIWIN DDR5-6000 CL30 HX100 블랙 패키지,1890000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
BIWIN DDR5-6000 CL30 HX100 실버 패키지,1890000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
CORSAIR DDR5-6000 CL30 VENGEANCE 패키지,1890000,DDR5,6000,2026-05-21 09:20:57.534031,21.7
BIWIN DDR5-6000 CL30 DW100 RGB 화이트 패키지,1950000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
BIWIN DDR5-6000 CL30 DW100 RGB 블랙 패키지,1950000,DDR5,6000,2026-05-21 09:20:57.534031,21.1
TeamGroup T-Force DDR5-6800 CL36 Delta RGB 패키지,1961000,DDR5,6800,2026-05-21 09:20:57.534031,20.2
G.SKILL DDR5-6000 CL26 TRIDENT Z5 NEO RGB H 화이트 패키지,1990000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-5200 CL40 FLARE X5 J 패키지,1990000,DDR5,5200,2026-05-21 09:20:57.534031,19.1
G.SKILL DDR5-6000 CL26 TRIDENT Z5 NEO RGB H 패키지,1990000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
TeamGroup T-Force DDR5-6800 CL36 Delta RGB 화이트 패키지,1995840,DDR5,6800,2026-05-21 09:20:57.534031,20.2
G.SKILL DDR5-5600 CL40 RIPJAWS M5 RGB 화이트 패키지,2050000,DDR5,5600,2026-05-21 09:20:57.534031,19.0
G.SKILL DDR5-5600 CL40 RIPJAWS M5 RGB 블랙 패키지,2050000,DDR5,5600,2026-05-21 09:20:57.534031,19.0
G.SKILL DDR5-6000 CL30 RIPJAWS M5 NEO RGB 화이트 패키지,2067000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 RIPJAWS M5 NEO RGB 블랙 패키지,2067000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO RGB J 화이트 패키지,2120000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL30 TRIDENT Z5 NEO RGB J 패키지,2120000,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-5600 CL40 RIPJAWS S5 J 블랙 패키지,2188000,DDR5,5600,2026-05-21 09:20:57.534031,19.0
G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 화이트 패키지,2269990,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6400 CL32 RIPJAWS M5 RGB 블랙 패키지,2270000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB J 패키지,2290000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6400 CL32 TRIDENT Z5 RGB J 실버 패키지,2290000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
CORSAIR DDR5-6400 CL32 Dominator Titanium WHITE 패키지,2590000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
TeamGroup T-CREATE DDR5-6400 CL42 EXPERT 패키지 서린,2800000,DDR5,6400,2026-05-21 09:20:57.534031,20.4
마이크론 Crucial DDR5-5600 CL46 패키지 대원씨티에스,2880120,DDR5,5600,2026-05-21 09:20:57.534031,20.5
마이크론 Crucial DDR5-5600 CL46 PRO 패키지 대원씨티에스,2889060,DDR5,5600,2026-05-21 09:20:57.534031,20.5
삼성전자 DDR4-3200 ECC/REG,2906890,DDR4,3200,2026-05-21 09:20:57.534031,18.9
삼성전자 DDR5-4800 ECC/REG,2909890,DDR5,4800,2026-05-21 09:20:57.534031,18.7
삼성전자 DDR5-6400 ECC/REG,2998880,DDR5,6400,2026-05-21 09:20:57.534031,20.4
CORSAIR DDR5-5600 CL40 VENGEANCE RGB BLACK 패키지,3011430,DDR5,5600,2026-05-21 09:20:57.534031,19.0
TeamGroup T-CREATE DDR5-6000 CL40 EXPERT 화이트 패키지 서린,3249990,DDR5,6000,2026-05-21 09:20:57.534031,21.7
TeamGroup T-CREATE DDR5-6000 CL40 EXPERT 패키지 서린,3250000,DDR5,6000,2026-05-21 09:20:57.534031,21.7
TeamGroup T-CREATE DDR5-6400 CL42 EXPERT 화이트 패키지 서린,3299730,DDR5,6400,2026-05-21 09:20:57.534031,20.4
ADATA DDR5-5600 CL46 ECC/REG 서린,4033480,DDR5,5600,2026-05-21 09:20:57.534031,20.5
CORSAIR DDR4-3000 CL16 Dominator Platinum 패키지,4250000,DDR4,3000,2026-05-21 09:20:57.534031,16.7
G.SKILL DDR5-6000 CL34 FLARE X5 J 패키지,4799890,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL34 RIPJAWS S5 J 블랙 패키지,4799890,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL34 TRIDENT Z5 RGB J 패키지,4849890,DDR5,6000,2026-05-21 09:20:57.534031,21.6
G.SKILL DDR5-6000 CL34 TRIDENT Z5 NEO RGB J 패키지,4849890,DDR5,6000,2026-05-21 09:20:57.534031,21.6
V-Color DDR5-6400 CL32 ECC/REG 패키지,6500000,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-5600 CL28 G5 NEO ECC/REG 패키지,8378810,DDR5,5600,2026-05-21 09:20:57.534031,18.6
G.SKILL DDR5-5600 CL28 G5 ECC/REG 패키지,8378810,DDR5,5600,2026-05-21 09:20:57.534031,18.6
G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 패키지,9599790,DDR5,6000,2026-05-21 09:20:57.534031,20.1
삼성전자 DDR5-5600 ECC/REG,10083700,DDR5,5600,2026-05-21 09:20:57.534031,20.5
G.SKILL DDR5-6400 CL32 T5 NEO ECC/REG 패키지,11899890,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6400 CL32 G5 ECC/REG 패키지,11899890,DDR5,6400,2026-05-21 09:20:57.534031,20.3
G.SKILL DDR5-6400 CL36 T5 NEO ECC/REG 패키지,15899890,DDR5,6400,2026-05-21 09:20:57.534031,21.2
